concept	concept_name
C0182215	Perimeter measuring device
C0149992	Injury of trachea
C0547070	Ablation
C0162563	Cardiac ablation
C0228161	Left lateral ventricle structure
C1305853	C3 innervation
C2587213	Control function
C0048719	4-toluenesulfonamide
C0227613	Right kidney
C4693617	Uterine didelphys
C1843331	Generalized osteosclerosis
C0733995	Right lateral lumbar region of abdomen
C0734875	Hepatic vein of caudate lobe
C0735428	Left hip bone
C0581620	Thoracic spinal cord structure
C4477002	Decreased hepatic echogenicity
C0224419	Structure of psoas major muscle
C1705242	Different
C0205124	Superficial
C0227064	Mandibular left central incisor
C0014457	Eosinophilia
C0003737	Architecture
C0038012	Spondylitis
C0700632	Endodontic procedure
C1522605	anatomical topography
C0582253	Jejunal fistula
C0442739	No status change
C0598275	Diffuse cerebral atrophy
C0926809	Torus of pharyngotympanic tube
C0817704	Right heel
C2986800	Pixel Size
C0486588	Clarity
C0332492	Ovoid shape
C0348016	Intravenous
C1511484	Consolidation Therapy
C2700116	Unusual
C0266430	Polyorchism
C3897342	Transversus Abdominis Plane Block
C1519815	Upper Limit of Normal
C0332234	Leaking
C2936423	Echogenic Bowel
C0447303	Occlusal surface of tooth
C0205141	Stellate
C0225789	Mediastinal pleura
C1179866	Inferolateral
C0227092	Maxillary left primary canine
C4049883	Obstructive Ureterocele
C2986724	Axial Field of View
C2610575	lung vasculature development
C0226017	Structure of left sinus of Valsalva
C0027757	Nerve Tissue
C1443270	Thoracolumbar vertebral column
C0341402	Perforation of rectum
C0012359	Pathological Dilatation
C0041967	Urethra
C0334107	Polypoid
C0241523	Umbilical mass
C4054317	Oral Endotracheal Tube
C0226214	Structure of left middle cerebral artery
C0458699	Bony labyrinth structure
C0036439	Scoliosis, unspecified
C0817320	Left femur
C1308727	RBBP8 protein, human
C0000780	Abomasum
C0228194	Left frontal lobe structure
C4086317	Fluid-Filled
C0234234	Tender
C0181467	knife
C0085166	Bacterial Vaginosis
C0279391	mercaptopurine/methotrexate/vincristine
C0835015	Right popliteal vein
C0459956	Bone structure of T11
C0302313	Osteolytic lesion
C0934730	Right buccal mucosa
C0740005	Rectus sheath
C0737426	Left internal iliac vein
C0022377	Creation of jejunostomy
C2346714	Abundance
C0559260	Congenital scoliosis
C0085435	Arthritis, Reactive
C0005975	Bone Screws
C0039590	Testicular Neoplasms
C0008031	Chest Pain
C0235329	Small bowel obstruction
C0225935	Structure of anulus fibrosus of pulmonary artery
C0211547	MT3 protein, human
C4287894	Pharmacotherapy Continuation
C2350019	Solitary Pulmonary Nodule
C1881712	Medical Device Material Rupture
C0392907	Great saphenous vein structure
C2004459	Abdominoperineal resection
C0228487	Cerebellar tuber
C0020663	Hypothalamic structure
C4322502	Right uterine horn
C0026686	Mucocele of salivary gland
C0040674	Transposition procedure
C3273355	Laser Cryo Enrichment
C0524730	Odontome
C0024305	Lymphoma, Non-Hodgkin
C3827002	Ground Glass Opacity
C1515974	Anatomic Site
C0205101	Extrinsic
C0230059	Orbital roof
C0206698	Cholangiocarcinoma
C0429856	Arterial flow
C0425470	Intercostal Retractions
C0030587	Paroxysmal atrial tachycardia
C0038126	Stainless Steel
C0001162	Acoustic Nerve
C1142110	Abdominal Compartment Syndrome
C0340305	Inferior Wall Myocardial Infarction
C0205088	End-stage
C0333482	atherosclerotic
C0282189	Force of Gravity
C4750149	Resection of innominate bone
C0220654	Meningeal Carcinomatosis
C0439688	Atelectatic
C0747060	open reduction internal fixation (ORIF)
C1711426	Tilt
C0813036	Orthopedic inserts
C0404501	Uterine torsion
C0029423	Cartilaginous exostosis
C1541679	Central incisor
C0185111	Surgical Manipulation
C0013453	External Ear
C0205229	Expanding
C0265677	Congenital hemivertebra
C0995188	cetuximab
C0227667	Structure of right renal pelvis
C0264495	Linear atelectasis
C0022675	Structure of collecting tubule
C0333312	Sequestered
C2068043	Coronary Culprit Lesion
C2340044	Left thalamus
C0231175	Failed
C0562458	Pacing up and down
C0149614	Adnexal Mass
C0751440	Pituitary Stalk
C1449599	Ice Cover
C0226660	Structure of middle cardiac vein
C0040690	Transforming Growth Factor beta
C1321310	Incongruous
C4288374	Prevertebral Abscess
C0267566	Perirectal abscess
C1514888	Resectable
C0085222	Psoas Abscess
C0225703	Structure of apex of lung
C0227489	Caudate lobe of liver
C0012619	disc disorder
C0014614	Phenylphosphonothioic Acid, 2-Ethyl 2-(4-Nitrophenyl) Ester
C4476636	Intralobular interstitial thickening
C0229755	Internal Mammary Lymph Node
C0553980	Endomyocardial Fibrosis
C1744560	Bulbar urethra
C0923798	Collicular artery
C4685819	Grade 2 Myocardial Infarction, CTCAE
C1116439	posterior fossa
C0010633	Cystadenoma
C0003947	Asbestos
C0555197	Florid cemento-osseous dysplasia
C0228160	RIght lateral ventricle structure
C4764031	Deep Gray Matter
C0524724	Staple, Surgical
C0796135	Renpenning syndrome 1
C0039097	Synovial Fluid
C0024204	lymph nodes
C1522408	Coating (film)
C0859976	Idiopathic achalasia of esophagus
C0272416	Splenic vein thrombosis
C4476765	Bulbar urethral stricture
C0740287	Esophageal dilatation operation
C0205827	Sacral plexus structure
C0947677	Lipiodol
C0180921	Fluoroscope
C0016542	Foreign Bodies
C4476534	Subperiosteal bone resorption
C0034074	Pulmonary Infarction
C0560560	Moving
C0501123	Left internal jugular vein
C0221205	Yellow color
C0559285	Zone of lung
C0206734	Hemangioblastoma
C0582821	Lateral rectus muscle structure
C0007765	Cerebellum
C0019065	Hemoperitoneum
C0030657	Pathogenicity Aspects
C0007659	Cementoma
C0025063	Mediastinal Neoplasms
C0267466	Colonic Stenosis
C0332120	Evidence of (contextual qualifier)
C0006267	Bronchiectasis
C0042313	vancomycin
C0015560	Fallopian Tubes
C0228232	Right temporal lobe structure
C1264047	Disorder of intra-abdominal lymph nodes
C0023884	Liver
C0040136	Thyroid Neoplasm
C0228157	Periventricular white matter
C0034090	Pulmonary veins
C3899378	Diffusion Coefficient
C1096202	Lipoprotein (a) measurement
C0025474	Mesentery
C0011485	Deoxycytidine
C0011666	Descending aorta
C0448621	Tendon of gracilis
C0242740	Gastric Stump
C1853242	Midface retrusion
C1619712	Pain, Procedural
C0752244	Rathke Cleft Cysts
C0507634	Anterior branch of anterior interventricular branch of left coronary artery
C0221356	Brachycephaly
C0012569	Diplopia
C1963737	Radiation Necrosis
C0021864	Intracavity Radiotherapy
C0239137	Coxa valga
C0925970	Left maxilla
C0238127	Coronary arteriovenous fistula
C0230194	Posterior abdominal wall
C0522534	Saturated
C0460149	Peroneal tendon
C0022131	Islets of Langerhans
C2334749	Right caudate nucleus
C0596118	aortic occlusion
C0205369	Specific qualifier value
C0734007	Wall of colon
C0187826	Osteotomy of tibia
C0439839	Reverberation
C0015914	Fertilization
C0752156	Dural Arteriovenous Fistula
C0264714	Acute heart failure
C0016540	Forehead
C4293686	Periventricular white matter hyperdensities
C1880860	Fuhrman Grade 3
C0230148	Anterior mediastinum
C0017181	Gastrointestinal Hemorrhage
C0152054	Therapeutic tactile stimulation
C0948008	Ischemic stroke
C0205387	Clumped
C0024003	Lordosis
C0542339	Inferior
C0029408	Degenerative polyarthritis
C0432163	Defect of vertebral segmentation
C0183362	Snare instrument
C0735431	Left ilium
C0266483	Pachygyria
C0007471	Cauterization - action
C0019285	Hernia, Diaphragmatic, Traumatic
C0205095	Dorsal
C0085203	Radiosurgery
C0920995	Subintima
C0229907	Right lymphatic duct
C0036982	Shock, Hemorrhagic
C0457409	Posteroanterior projection
C0026855	Structure of musculocutaneous nerve
C0183957	PROCESSOR, TISSUE, AUTOMATED
C0678587	Steady-State
C0152334	Brain fornix
C0229807	Common iliac lymph node
C0345916	Neoplasm of ampulla of Vater
C0309872	PREVENT (product)
C0227991	Upper pole of testis
C0496828	Malignant neoplasm of lateral wall of bladder
C1527425	Rectal Route of Drug Administration
C0035280	Retention (Psychology)
C1709044	Missing Value Reason
C0205559	True positive
C3494431	Pulse Wave Velocity
C0746413	Paraspinal masses
C0010316	Structure of cribriform plate
C2986784	Multi-planar Reformatting
C4551493	Situs inversus totalis
C0446470	Surface region of lower chest
C0005411	Biliary Atresia
C0521533	Atrial septal aneurysm
C0035110	Repeat Surgery
C0226047	Posterior interventricular branch of right coronary artery
C1512433	High Grade Cervical Squamous Intraepithelial Neoplasia
C0205878	Glomus tympanicum
C0069595	Orazamide
C1711260	Variance
C0151731	Hepatic Infarction
C0230034	Submental region
C0403677	Injury of bladder
C1261075	Structure of right lower lobe of lung
C0011923	Diagnostic Imaging
C1881203	Infectious Dose
C0230149	Middle mediastinum
C0266484	Schizencephaly
C0149630	Bicuspid aortic valve
C0407295	Fixation of fracture using plate
C0229559	Structure of right adrenal gland
C0021885	Intramedullary Nailing
C0026820	Muscle Contraction
C2170159	Aneurysm of left renal artery
C1709157	Negative Surgical Margin
C0019621	Histiocytosis, Langerhans-Cell
C2202235	Pain in right knee
C2330124	Organ component layer
C1287351	Finding of liver enzyme levels
C0239026	Standard chest X-ray normal
C0400979	Obstruction of biliary tree
C0586559	Prostate mass
C0007194	Hypertrophic Cardiomyopathy
C0002940	Aneurysm
C1524011	Peripheral Nerve Stimulation
C0025958	Microcephaly
C3827000	Gross Target Volume
C0439740	Eccentric
C0040736	Transplantation, Autologous
C4721788	Bifid ribs
C4531104	Pulmonary opacity
C0507142	Head of right humerus
C1850631	Short 3rd metacarpal
C0392752	Localized
C0025066	Mediastinum
C3670763	Subcutaneous edema
C0581758	Nuchal region
C0007286	Carpal Tunnel Syndrome
C0175722	Clip
C0019740	HLA-B27 Antigen
C1518005	Low Grade Cervical Squamous Intraepithelial Neoplasia
C0226311	Structure of gastroduodenal artery
C0159658	Fracture of clavicle
C0225621	Right inferior lobar bronchus
C0733985	Posterior surface of stomach
C0014038	Encephalitis
C0007778	Cerebral Decortication
C0542341	Function (attribute)
C0179790	Pulmonary artery flotation catheter
C4011789	Midbrain atrophy
C0037993	Spleen
C0007874	Cervix Uteri
C0427184	No incoordination
C1527395	Ogilvie Syndrome
C0013505	Echinococcosis, Pulmonary
C0396849	Mitral valvuloplasty
C0736258	Lung surface
C0078413	prednisolone/vincristine protocol
C0743497	Endobronchial Mass
C0749379	Thoracolumbar scoliosis
C0005533	Polymethyl Methacrylate
C0747111	ovarian vein thrombosis
C4321820	Paratestis
C0446859	Anterior Capsule of the Lens
C1856555	No splenomegaly
C0155919	Acute pulmonary edema
C3538818	Ramus Intermedius Artery
C0507114	Posterior segmental bronchus
C0225632	Left superior lobar bronchus
C0566588	Compliant (qualifier value)
C0032268	Pneumocephalus
C1868737	Vertebral artery hypoplasia
C0923008	Interspinous diameter
C0441988	Contralateral
C0152060	Transection (procedure)
C0456855	Right posterior
C0205094	Anterior
C0019123	Hemothorax
C2825977	Dental Retraction (procedure)
C1706433	Capsule Dosing Unit
C0230070	Submandibular triangle structure
C0021843	Intestinal Obstruction
C0224868	Tendon of supraspinatus muscle
C0235957	myonecrosis
C0748120	pulmonary edema interstitial
C0023309	Lens dislocation
C0183516	Pancreatic stent
C1704258	Abnormality
C0836916	Abdominal wall structure
C0227296	Papilla of duodenum
C0920868	Anatomical coordinate
C0042173	Uvula of palate
C4746836	Diffuse opacities
C0224160	Structure of geniohyoid muscle
C3203359	Rupture
C0450219	Thoracolumbar
C2749582	Dumbbell-shaped long bone
C0585129	Retroperitoneal sarcoma
C0224828	Structure of suprapatellar bursa
C0043121	Wernicke Encephalopathy
C3670817	Cecal mass
C4545644	Structure of lymph node of right axilla
C0205150	Hilar
C0226745	Structure of appendicular vein
C0332305	With staging
C1334971	Nodular Neoplasm
C0027149	Myxoma
C0302592	Cervix carcinoma
C0007795	Diffuse Cerebral Sclerosis of Schilder
C0003707	Arachnoid mater
C0035139	Surgical Replantation
C0225759	Lung field
C0149825	Hypertrophy of adenoids
C4531217	Peripheral arterial calcification
C0199176	Prophylactic treatment
C0447375	Mesial tooth root
C0224706	Structure of infrapatellar fat pad
C1846439	Hypoplasia of the odontoid process
C0266284	Lingual Thyroid
C0439849	Relationships
C0016665	Fractures, Ununited
C2732913	Vena contracta
C0230064	Periorbital region
C0039103	Synovitis
C0014461	Eosinophilic Granuloma
C0152345	External capsule
C0700140	engorged
C0019541	High-Frequency Ventilation
C0205329	Progressive
C0024094	Lumbosacral Region
C1704243	Greater
C0345672	Neoplasm of frontal sinus
C0225721	Structure of medial segment of right middle lobe of lung
C0230337	Structure of right axillary region
C1313921	Urinoma
C0004789	Structure of basal vein
C0441295	Strut
C4763780	Lobulated Nodule
C0347023	Metastatic Malignant Neoplasm to the Thyroid
C0040558	Toxoplasmosis
C0439810	Total
C0223887	Structure of apex of patella
C0010055	Coronary Artery Bypass Surgery
C0442370	Transpapillary approach - duodenal
C0227637	Structure of perirenal fascia
C0265794	Azygos lobe of lung
C0085816	Structure of anterior tibial artery
C1806781	Short
C0027088	myometrium
C0270724	Infantile Neuroaxonal Dystrophy
C0010200	Coughing
C0037925	Spinal Cord
C0013935	Embryo
C0030289	Pancreatic Extracts
C0230460	Structure of right foot
C0449695	Site of primary lesion
C0024225	Lymphangitis
C0748428	Thrombus of right atrium
C3163918	Tumor thrombus
C1841684	Delayed ossification of carpal bones
C4020945	Lateral venous anomaly
C1286298	Position of fetus
C0347938	Hypometabolism
C0266328	Ectopic ureter
C0228269	Cerebral arcuate fibers
C0003962	Ascites
C0340753	Venous stenosis
C0235195	Sedated state
C0005687	Bladder distention
C0487742	Width
C0934502	anatomical layer
C1367536	Nasopharyngeal Angiofibroma
C0744257	gallbladder wall thickening
C0222762	Rib Cage
C0230467	Arch of foot
C0280544	cisplatin/vinblastine protocol
C0041952	Ureterolithiasis
C1881662	Device Damaged Prior to Use
C0038522	Subacute Sclerosing Panencephalitis
C5204261	Peripheral Lung Parenchyma Tumor
C0003708	Arachnoiditis
C0740392	Infarction, Middle Cerebral Artery
C0007130	Mucinous Adenocarcinoma
C0003211	Anti-Inflammatory Agents, Non-Steroidal
C4690859	large intestinal transit
C1955964	Arthroplasty, Subchondral
C0879360	ONYX Liquid Embolic System
C0844212	Endoscopic Third Ventriculostomy
C0735440	Left para-aortic lymph node
C1537026	laminar flow
C2924615	Frankfort horizontal plane
C0400745	Biliary drainage (procedure)
C2004456	Macronodular cirrhosis
C0458342	Anatomical reference line
C0031149	Peritoneal Neoplasms
C0007177	Cardiac Tamponade
C0009671	Conflict (Psychology)
C0006104	Brain
C0276651	Aspergilloma
C3536618	Segond Fracture
C0238246	Hemangioma of liver
C0796679	Chemoembolization
C0446461	region supraclavicular
C0043540	Fracture of zygoma
C0026607	Motor Cortex
C0927195	Stroma
C0332255	Fragment of (qualifier value)
C0442797	Decreasing
C0006090	Brachial plexus structure
C3179344	Sound Waves
C0007610	Cell Nucleus
C0407722	Maxillectomy
C0734008	Wall of ascending colon
C0432593	Varus angulation
C0228186	Structure of longitudinal cerebral fissure
C0728852	Fibrous band
C0226368	Structure of lateral sacral artery
C0184149	Nephrostomy tube
C0011777	dexamethasone
C0432255	Geroderma osteodysplastica
C0398367	Histiocytic Necrotizing Lymphadenitis
C1718423	Tumor Regression
C1265658	Anterior dislocation
C0037775	Spatial Distribution
C0220792	Whirlpool bath
C0022375	Jejunoileal Bypass
C0332156	Return to (contextual qualifier) (qualifier value)
C3272911	Radiodensity
C3274339	Grade IV Vesicoureteral Reflux
C0205194	Coarse
C0226707	Structure of middle hepatic vein
C0229667	Venous blood substance
C0508001	Structure of left renal vein
C0265610	Clinodactyly of fingers
C0026727	Mucous body substance
C0439852	Indirect
C0026051	microwave electromagnetic radiation
C0240340	Microdontia (disorder)
C0677554	Anastomosis - action
C0225779	Right pleura
C0037114	silicones
C0559680	Intravenous antibiotic therapy
C0449639	Distal site
C1184741	Tuberosity
C0035608	rifampin
C0222719	Structure of internal occipital protuberance
C0186193	Repair of hip
C1160630	nodulation
C0010672	Cystic duct structure
C0085270	Orbital Pseudotumor
C0034183	Pyelitis
C0024103	Mass in breast
C0581269	Thoracic spine structure
C4317009	Diverticular Diseases
C0225732	Structure of base of left lung
C0734014	Wall of gallbladder
C0018670	Head
C0003842	Arteries
C0302598	Avian ventriculitis
C0554139	Pyeloplasty
C0010668	Cystic Adenomatoid Malformation of Lung, Congenital
C0205340	Repaired
C0221224	Invagination
C0037197	Structure of sinus of Valsalva
C1947917	Occluded
C0001430	Adenoma
C0746317	lymph node necrotic
C2016031	Cyst of left ovary
C1852169	Periapical bone loss
C0185304	Synovectomy
C0196940	Nerve Expansion
C0013450	Ear ossicle structure
C4049927	Lap - unit
C0160420	Injury of kidney
C3273929	Bat Wing Pulmonary Opacities
C0449707	Site of shunt
C0278463	Structure of iliac fossa
C0536221	HSD17B4 protein, human
C0006915	Caplan Syndrome
C2919848	Os Odontoideum
C1511741	Declining
C1261473	Sarcoma
C0184661	Interventional procedure
C0238020	Biliary adenoma
C0079635	Internal Fixators
C0228443	Structure of central tegmental tract
C0151747	Renal tubular disorder
C0024764	Bone structure of manubrium
C1390214	Internal hemorrhage
C0029279	ORNITHINE CARBAMOYLTRANSFERASE
C0546019	Left basal ganglia
C0332514	Asymmetry
C0262201	Area X
C0429007	Cardiac axis
C0152443	Urethral diverticulum
C0182458	PROSTHESIS, UPPER FEMORAL
